Applicant_ID,Applicant_Income,Coapplicant_Income,Employment_Status,Age,Marital_Status,Dependents,Credit_Score,Existing_Loans,DTI_Ratio,Savings,Collateral_Value,Loan_Amount,Loan_Term,Loan_Purpose,Property_Area,Education_Level,Gender,Employer_Category,Loan_Approved
APP102554,8000,3000,Salaried,38,Single,0.0,766.0,2,41.1,6600.0,0.0,165000,36,Personal,Urban,Undergraduate,Male,Self,0
APP102555,8000,3000,Business,50,Married,0.0,657.0,0,6.0,20000.0,101000.0,89000,120,Home,Rural,Graduate,Male,Private,1
APP102556,8000,3000,Salaried,39,Single,0.0,706.0,0,41.2,12000.0,0.0,262000,60,Personal,Semi-Urban,Graduate,Male,Govt,0
APP102557,8000,0,Salaried,52,Single,2.0,779.0,0,45.1,12900.0,0.0,161000,36,Personal,Semi-Urban,Graduate,Male,Private,0
APP102558,8000,0,Salaried,28,Single,2.0,588.0,0,13.5,6300.0,13000.0,133000,120,Education,Urban,Postgraduate,Male,Private,1
APP102559,8000,3000,Salaried,36,Married,0.0,711.0,3,11.0,12400.0,24000.0,306000,240,Personal,Semi-Urban,Undergraduate,Female,Private,1
APP102560,8000,0,Self-Employed,32,Single,1.0,517.0,4,13.9,1000.0,95000.0,76000,60,Home,Urban,Postgraduate,Female,Self,0
APP102561,8000,3000,Self-Employed,41,Married,1.0,686.0,2,14.8,7800.0,195000.0,195000,120,Home,Rural,Postgraduate,Female,Private,1
APP102562,8000,0,Salaried,35,Single,0.0,768.0,1,5.0,5500.0,22000.0,85000,240,Personal,Rural,Postgraduate,Male,Self,1
APP102563,8000,3000,Salaried,35,Single,0.0,561.0,2,5.0,8300.0,0.0,88000,180,Business,Semi-Urban,Graduate,Female,Private,0
APP102564,8000,0,Salaried,30,Married,0.0,738.0,2,5.0,2500.0,25000.0,133000,360,Education,Rural,Postgraduate,Male,Private,1
APP102565,8100,0,Salaried,33,Single,2.0,700.0,0,10.7,11700.0,252000.0,233000,240,Home,Urban,Postgraduate,Female,Self,1
APP102566,8000,3000,Salaried,37,Single,,631.0,1,5.7,55400.0,51000.0,257000,360,Personal,Urban,Postgraduate,Female,Govt,1
APP102567,8000,3000,Salaried,21,Married,1.0,547.0,3,6.7,8800.0,3000.0,128000,180,Personal,Urban,Undergraduate,Male,Govt,0
APP102568,8000,0,Business,21,Married,2.0,701.0,0,6.8,8500.0,8000.0,137000,240,Education,Urban,Undergraduate,Female,Govt,1
APP102569,8000,3000,Business,38,Married,1.0,716.0,1,6.5,99500.0,0.0,277000,360,Business,Rural,Undergraduate,Male,Private,0
APP102570,8000,3000,Salaried,21,Single,0.0,643.0,1,5.0,3100.0,23000.0,118000,360,Personal,Urban,Undergraduate,Male,Private,1
APP102571,8000,0,Business,36,Single,2.0,583.0,1,5.0,13300.0,,87000,240,Home,Rural,Undergraduate,Male,Self,0
APP102572,8000,0,Salaried,34,Married,0.0,740.0,1,5.1,39400.0,89000.0,83000,180,Home,Rural,Postgraduate,Male,Private,1
APP102573,8000,3000,Salaried,43,Married,2.0,778.0,1,32.6,5500.0,128000.0,226000,60,Education,Urban,Graduate,Female,Private,1
APP102574,8000,0,Salaried,31,Married,1.0,757.0,1,5.0,19000.0,15000.0,54000,360,Personal,Urban,Graduate,Male,Private,1
APP102575,8000,3000,Self-Employed,53,Married,1.0,823.0,0,8.0,9600.0,224000.0,221000,240,Home,Urban,Undergraduate,Male,Private,1
APP102576,8000,0,Business,46,Married,1.0,605.0,2,7.0,2800.0,105000.0,206000,360,Business,Urban,Graduate,Male,Private,1
APP102577,8000,3000,Self-Employed,22,Married,2.0,544.0,1,72.8,6900.0,318000.0,273000,36,Home,Semi-Urban,Graduate,Female,Private,0
APP102578,8000,3000,Salaried,35,Married,0.0,684.0,4,16.1,7800.0,0.0,242000,120,Personal,Semi-Urban,Graduate,Female,Private,0
APP102579,8000,0,Self-Employed,53,Married,0.0,643.0,0,10.7,4300.0,117000.0,90000,120,Home,Semi-Urban,Postgraduate,Female,Private,1
APP102580,8100,0,Salaried,31,Single,2.0,768.0,0,6.6,1600.0,98000.0,207000,360,Business,Rural,Postgraduate,Female,Private,1
APP102581,8000,0,Business,37,Single,2.0,586.0,0,8.7,5400.0,45000.0,232000,360,Personal,Urban,Graduate,Male,Self,1
APP102582,8000,3000,Salaried,52,Single,2.0,585.0,1,16.0,1800.0,149000.0,115000,60,Home,Urban,Graduate,Male,Govt,0
APP102583,8000,3000,Salaried,32,Single,1.0,686.0,0,12.3,13900.0,,306000,240,Business,Rural,Postgraduate,Male,Self,1
APP102584,8000,0,Self-Employed,49,Married,1.0,687.0,1,67.0,14000.0,189000.0,212000,36,Home,Urban,Graduate,Male,Private,0
APP102585,8000,0,Self-Employed,28,Married,1.0,732.0,1,27.0,2300.0,0.0,236000,120,Personal,Urban,Graduate,Female,Private,0
APP102586,8000,0,Salaried,21,Married,0.0,671.0,0,6.4,8800.0,0.0,109000,180,Business,Rural,Postgraduate,Male,Private,0
APP102587,8000,3000,Self-Employed,50,Single,2.0,491.0,2,10.9,2100.0,0.0,313000,240,Personal,Rural,Postgraduate,Female,Private,0
APP102588,8000,0,Salaried,42,Single,2.0,876.0,3,5.0,5600.0,0.0,82000,360,Business,Rural,Graduate,Male,Private,0
APP102589,8000,0,Self-Employed,43,Single,3.0,683.0,0,9.0,4200.0,0.0,82000,120,Business,Urban,Postgraduate,Male,Self,0
APP102590,8000,3000,Business,27,Single,1.0,884.0,2,5.0,13100.0,16000.0,94000,180,Business,Semi-Urban,Graduate,Male,Private,1
APP102591,8000,0,Business,27,Single,1.0,668.0,0,6.3,1600.0,132000.0,130000,240,Home,Urban,Undergraduate,Female,Self,0
APP102592,8000,0,Self-Employed,49,Married,2.0,577.0,1,5.0,,42000.0,50000,120,Home,Rural,Graduate,Female,Private,0
APP102593,8000,4000,Salaried,40,Married,2.0,643.0,1,5.0,27700.0,0.0,182000,360,Personal,Urban,Graduate,Female,Private,0
APP102594,8000,0,Salaried,36,Married,2.0,779.0,0,7.0,7000.0,0.0,168000,360,Personal,Urban,Undergraduate,Male,Private,1
APP102595,8000,0,Self-Employed,40,Married,1.0,719.0,2,12.0,2100.0,0.0,63000,60,Personal,Rural,Postgraduate,Female,Govt,0
APP102596,8000,0,Salaried,53,Single,2.0,707.0,0,14.1,1000.0,232000.0,205000,180,Home,Rural,Graduate,Male,Self,1
APP102597,8000,3000,Salaried,45,Married,0.0,642.0,4,21.7,24200.0,2000.0,143000,60,Business,Semi-Urban,Graduate,Male,Self,0
APP102598,8000,0,Salaried,33,Married,1.0,691.0,0,5.0,58900.0,30000.0,57000,180,Business,Urban,Undergraduate,Female,Private,1
APP102599,8000,3000,Salaried,23,Married,0.0,666.0,0,6.7,8500.0,43000.0,165000,240,Education,Semi-Urban,Undergraduate,Male,Private,1
APP102600,8000,0,Self-Employed,43,Married,2.0,,0,26.2,2500.0,86000.0,75000,36,Home,Rural,Graduate,Female,Private,1
APP102601,8000,3000,Salaried,28,Married,1.0,746.0,2,7.0,2700.0,322000.0,276000,360,Home,Semi-Urban,Postgraduate,Male,Self,1
APP102602,8000,3000,Self-Employed,26,Married,0.0,,1,6.4,26400.0,130000.0,154000,180,Home,Urban,Graduate,Male,Private,1
APP102603,8000,3500,Salaried,51,Married,1.0,523.0,3,5.0,9600.0,0.0,101000,360,Personal,Urban,Postgraduate,Female,Self,0
APP102604,8000,0,Salaried,46,Single,0.0,561.0,1,90.0,3100.0,0.0,135000,12,Business,Rural,Graduate,Male,Private,0
APP102605,8000,0,Salaried,41,Married,0.0,647.0,0,5.5,80800.0,118000.0,135000,360,Home,Semi-Urban,Graduate,Female,Self,1
APP102606,8000,0,Salaried,25,Single,0.0,683.0,2,5.0,23000.0,60000.0,101000,240,Personal,Semi-Urban,Graduate,Male,Self,1
APP102607,8000,0,Salaried,55,Single,1.0,675.0,0,39.2,14000.0,0.0,111000,36,Personal,Urban,Graduate,Male,Self,0
APP102608,8000,0,Self-Employed,48,Single,0.0,736.0,0,16.9,4600.0,231000.0,196000,120,Home,Semi-Urban,Graduate,Male,Private,1
APP102609,8000,3000,Salaried,34,Single,0.0,678.0,0,6.6,28000.0,88000.0,235000,360,Personal,Rural,Graduate,Male,Private,1
APP102610,8000,0,Business,32,Married,0.0,823.0,0,5.1,19600.0,0.0,89000,180,Personal,Urban,Graduate,Male,Private,0
APP102611,8000,3000,Salaried,38,Married,0.0,725.0,0,24.4,7300.0,72000.0,316000,120,Business,Semi-Urban,Graduate,Male,Private,1
APP102612,8000,3000,Salaried,33,Married,0.0,681.0,0,5.0,24100.0,65000.0,146000,360,Education,Urban,Undergraduate,Female,Self,1
APP102613,9100,3000,Self-Employed,60,Married,1.0,544.0,0,43.9,23100.0,0.0,228000,36,Personal,Urban,Graduate,Male,Govt,0
APP102614,8000,0,Salaried,34,Single,1.0,703.0,1,11.4,10700.0,135000.0,158000,180,Home,Rural,Postgraduate,Male,Private,1
APP102615,8000,0,Salaried,27,Single,3.0,724.0,0,5.5,2600.0,95000.0,89000,240,Home,Rural,Graduate,Male,Private,1
APP102616,8000,0,Salaried,53,Married,0.0,607.0,1,5.0,2900.0,89000.0,104000,240,Home,Semi-Urban,Graduate,Male,Self,0
APP102617,8000,3000,Salaried,32,Married,2.0,575.0,0,31.4,1700.0,0.0,193000,60,Education,Urban,Postgraduate,Female,Govt,0
APP102618,8000,0,Business,45,Married,0.0,754.0,3,6.1,30500.0,82000.0,97000,180,Home,Urban,Undergraduate,Female,Private,1
APP102619,8000,0,Salaried,44,Single,0.0,592.0,0,5.1,1900.0,109000.0,107000,240,Home,Rural,Graduate,Male,Private,0
APP102620,8000,3000,Self-Employed,37,Single,0.0,670.0,3,11.7,8400.0,0.0,228000,180,Personal,Urban,Graduate,Female,Private,0
APP102621,8000,3000,Business,28,Single,0.0,674.0,1,11.5,1700.0,133000.0,260000,240,Personal,Rural,Postgraduate,Male,Self,0
APP102622,8000,3000,Salaried,37,Single,1.0,712.0,1,37.4,43600.0,,277000,60,Home,Urban,Undergraduate,Male,Private,0
APP102623,8000,0,Business,26,Married,2.0,593.0,0,5.0,2500.0,59000.0,71000,360,Home,Rural,Undergraduate,Female,Govt,1
APP102624,8000,3000,Salaried,37,Married,2.0,669.0,0,16.5,11200.0,137000.0,261000,120,Personal,Rural,Graduate,Male,Govt,1
APP102625,8000,3000,Business,45,Married,3.0,568.0,3,9.3,1700.0,364000.0,313000,360,Home,Urban,Graduate,Female,Private,0
APP102626,8000,3000,Salaried,55,Married,2.0,686.0,0,90.0,19400.0,122000.0,219000,12,Education,Rural,Postgraduate,Female,Private,0
APP102627,8000,0,Self-Employed,27,Single,,717.0,1,14.8,24000.0,94000.0,164000,120,Personal,Urban,Postgraduate,Male,Private,1
APP102628,8000,3000,Salaried,35,Married,1.0,728.0,4,57.4,8200.0,274000.0,318000,60,Home,Urban,Postgraduate,Female,Private,0
APP102629,8000,0,Salaried,32,Single,2.0,814.0,0,13.5,7600.0,218000.0,215000,180,Home,Semi-Urban,Undergraduate,Female,Govt,1
APP102630,8000,3000,Self-Employed,40,Married,2.0,656.0,0,25.9,18200.0,188000.0,213000,60,Home,Semi-Urban,Postgraduate,Male,Self,1
APP102631,8000,3000,Self-Employed,22,Married,0.0,646.0,1,11.7,4400.0,251000.0,268000,240,Home,Urban,Graduate,Male,Self,1
APP102632,8000,0,Salaried,28,Married,1.0,786.0,1,5.0,24100.0,37000.0,83000,360,Business,Semi-Urban,Graduate,Male,Self,1
APP102633,8000,0,Salaried,21,Married,,715.0,2,29.0,10900.0,0.0,127000,60,Education,Urban,Postgraduate,Female,Self,0
APP102634,8000,0,Self-Employed,23,Single,1.0,767.0,3,45.3,1700.0,0.0,185000,60,Personal,Urban,Graduate,Female,Private,0
APP102635,8000,3000,Self-Employed,31,Married,2.0,855.0,0,5.0,51400.0,53000.0,142000,360,Personal,Semi-Urban,Graduate,Male,Private,1
APP102636,8000,3000,Business,54,Single,1.0,596.0,1,14.9,9700.0,175000.0,186000,120,Home,Semi-Urban,Graduate,Male,Private,0
APP102637,8000,0,Self-Employed,41,Single,3.0,752.0,0,9.3,5800.0,71000.0,81000,120,Home,Semi-Urban,Graduate,Male,Govt,1
APP102638,8000,3000,Business,38,Married,2.0,610.0,2,54.6,9600.0,13000.0,303000,60,Business,Semi-Urban,Graduate,Male,Private,0
APP102639,8000,0,Self-Employed,51,Single,0.0,820.0,0,26.6,4000.0,80000.0,220000,120,Business,Rural,Undergraduate,Male,Govt,1
APP102640,8000,3000,Salaried,41,Married,0.0,,1,24.0,7000.0,0.0,192000,60,Education,Semi-Urban,Graduate,Male,Private,0
APP102641,8000,0,Salaried,42,Single,0.0,762.0,0,5.0,17800.0,18000.0,85000,240,Education,Urban,Postgraduate,Male,Private,1
APP102642,8000,0,Self-Employed,33,Single,2.0,622.0,1,12.9,16100.0,10000.0,178000,180,Personal,Semi-Urban,Graduate,Male,Private,0
APP102643,8000,3000,Self-Employed,31,Single,0.0,729.0,0,5.3,15100.0,115000.0,122000,240,Home,Semi-Urban,Graduate,Male,Govt,1
APP102644,8000,0,Salaried,24,Married,1.0,770.0,3,8.7,4400.0,99000.0,92000,120,Home,Semi-Urban,Undergraduate,Male,Private,1
APP102645,8000,3000,Salaried,31,Married,1.0,614.0,1,13.1,3400.0,372000.0,323000,180,Home,Semi-Urban,Undergraduate,Female,Govt,0
APP102646,8000,3000,Business,35,Married,2.0,539.0,1,12.2,11900.0,24000.0,92000,60,Education,Urban,Graduate,Male,Self,0
APP102647,8000,0,Salaried,41,Married,0.0,624.0,4,5.0,17500.0,115000.0,121000,360,Home,Urban,Postgraduate,Male,Private,0
APP102648,8000,0,Salaried,37,Single,0.0,637.0,1,8.9,3900.0,8000.0,155000,180,Education,Semi-Urban,Graduate,Male,Private,1
APP102649,8000,0,Salaried,34,Single,0.0,556.0,1,11.7,6500.0,6000.0,69000,60,Personal,Urban,Undergraduate,Male,Private,0
APP102650,8000,0,Salaried,28,Married,1.0,499.0,0,11.0,12000.0,0.0,55000,60,Personal,Semi-Urban,Graduate,Male,Govt,0
APP102651,8000,0,Salaried,41,Married,0.0,781.0,1,55.9,7400.0,167000.0,152000,36,Home,Semi-Urban,Graduate,Male,Private,1
APP102652,8000,3000,Salaried,33,Married,2.0,814.0,0,78.8,25800.0,14000.0,96000,12,Education,Semi-Urban,Postgraduate,Male,Private,1
APP102653,8000,0,Salaried,41,Married,0.0,609.0,2,6.8,2200.0,36000.0,96000,180,Personal,Semi-Urban,Undergraduate,Female,Self,1
APP102654,8000,3000,Self-Employed,21,Married,1.0,637.0,2,14.5,1900.0,252000.0,197000,120,Home,Urban,Graduate,Female,Private,1
APP102655,8000,0,Salaried,41,Married,3.0,,0,5.0,24200.0,122000.0,115000,360,Home,Rural,Postgraduate,Female,Govt,1
APP102656,8000,0,Business,45,Single,1.0,738.0,2,34.7,15000.0,0.0,184000,60,Education,Semi-Urban,Graduate,Female,Private,0
APP102657,8000,0,Business,44,Married,0.0,832.0,1,13.0,8900.0,221000.0,233000,240,Home,Semi-Urban,Undergraduate,Female,Private,1
APP102658,8000,3000,Salaried,36,Married,2.0,727.0,1,19.7,5800.0,30000.0,265000,120,Business,Urban,Graduate,Male,Govt,1
APP102659,9300,0,Self-Employed,47,Single,0.0,587.0,0,45.3,13000.0,0.0,279000,60,Personal,Urban,Undergraduate,Male,Private,0
APP102660,8000,0,Salaried,25,Married,0.0,743.0,1,5.0,9800.0,151000.0,123000,360,Home,Semi-Urban,Graduate,Male,Self,1
APP102661,8000,3000,Business,37,Single,0.0,593.0,3,5.0,10900.0,0.0,147000,360,Personal,Urban,Graduate,Male,Private,0
APP102662,8000,3000,Salaried,36,Single,0.0,650.0,3,5.2,7600.0,62000.0,122000,240,Education,Urban,Undergraduate,Female,Private,0
APP102663,8000,0,Self-Employed,48,Single,1.0,780.0,0,13.1,13800.0,204000.0,218000,240,Home,Urban,Undergraduate,Male,Private,1
APP102664,8000,0,Self-Employed,21,Married,1.0,590.0,1,5.0,20300.0,134000.0,123000,360,Home,Semi-Urban,Postgraduate,Male,Self,1
APP102665,8000,3000,Salaried,27,Married,1.0,673.0,0,13.9,,35000.0,254000,180,Personal,Semi-Urban,Graduate,Male,Private,1
APP102666,8000,3000,Salaried,55,Single,0.0,569.0,0,50.9,12800.0,272000.0,244000,36,Home,Semi-Urban,Postgraduate,Male,Self,0
APP102667,8000,3000,Self-Employed,21,Single,1.0,583.0,1,23.6,8100.0,104000.0,81000,36,Home,Rural,Postgraduate,Female,Self,0
APP102668,8000,0,Self-Employed,46,Married,0.0,630.0,0,13.1,12600.0,247000.0,217000,240,Home,Urban,Postgraduate,Female,Govt,0
APP102669,8000,0,Salaried,30,Married,0.0,818.0,1,6.3,26800.0,152000.0,141000,240,Home,Semi-Urban,Postgraduate,Male,Private,1
APP102670,8000,0,Self-Employed,40,Married,0.0,675.0,1,5.3,6900.0,44000.0,91000,240,Personal,Urban,Graduate,Female,Self,0
APP102671,8000,3000,Salaried,52,Married,1.0,892.0,1,80.9,6200.0,178000.0,324000,36,Business,Semi-Urban,Postgraduate,Male,Self,0
APP102672,8000,3000,Self-Employed,40,Married,1.0,765.0,0,7.2,13300.0,24000.0,265000,360,Personal,Semi-Urban,Postgraduate,Female,Private,1
APP102673,8000,0,Salaried,52,Married,0.0,752.0,2,11.4,17000.0,,166000,180,Personal,Urban,Graduate,Male,Private,1
APP102674,8000,0,Business,33,Married,3.0,581.0,0,10.3,7300.0,4000.0,238000,240,Business,Urban,Postgraduate,Male,Private,0
APP102675,8000,3000,Salaried,34,Single,0.0,658.0,1,90.0,12700.0,251000.0,266000,12,Home,Rural,Postgraduate,Male,Private,0
APP102676,8000,0,Salaried,45,Married,2.0,577.0,0,5.0,3500.0,71000.0,71000,360,Home,Urban,Postgraduate,Female,Private,1
APP102677,8000,3000,Salaried,33,Single,0.0,644.0,1,15.6,8000.0,0.0,328000,180,Education,Semi-Urban,Graduate,Female,Private,0
APP102678,8000,3000,Salaried,43,Single,1.0,638.0,0,13.5,38300.0,108000.0,224000,180,Education,Rural,Postgraduate,Male,Private,1
APP102679,8000,0,Salaried,49,Married,1.0,676.0,0,5.0,14900.0,41000.0,105000,360,Education,Semi-Urban,Graduate,Male,Self,1
APP102680,8000,0,Salaried,46,Single,1.0,754.0,0,8.0,4200.0,238000.0,205000,360,Home,Semi-Urban,Postgraduate,Female,Self,1
APP102681,8000,0,Business,22,Single,0.0,656.0,0,10.3,4900.0,72000.0,57000,60,Home,Rural,Undergraduate,Male,Govt,1
APP102682,9200,0,Salaried,34,Married,1.0,731.0,3,6.8,2300.0,56000.0,200000,360,Personal,Urban,Postgraduate,Male,Self,1
APP102683,8000,0,Salaried,40,Married,2.0,540.0,1,5.0,41100.0,8000.0,79000,240,Business,Urban,Graduate,Male,Private,0
APP102684,8000,3000,Salaried,35,Married,2.0,712.0,1,67.7,3000.0,49000.0,89000,12,Education,Rural,Postgraduate,Male,Private,0
APP102685,8000,0,Salaried,38,Single,0.0,616.0,3,28.7,600.0,145000.0,116000,60,Home,Rural,Undergraduate,Female,Self,0
APP102686,8000,0,Salaried,40,Single,0.0,702.0,0,13.9,2000.0,17000.0,116000,120,Personal,Urban,Graduate,Female,Private,1
APP102687,8000,0,Salaried,32,Married,0.0,733.0,3,10.6,8500.0,199000.0,163000,180,Home,Urban,Undergraduate,Male,Govt,1
APP102688,8000,0,Salaried,36,Single,0.0,542.0,1,9.6,4000.0,146000.0,157000,240,Home,Urban,Postgraduate,Male,Govt,0
APP102689,8000,0,Salaried,26,Married,0.0,796.0,2,31.5,9200.0,178000.0,180000,60,Home,Rural,Undergraduate,Female,Private,1
APP102690,8000,0,Salaried,33,Married,0.0,662.0,0,5.0,11400.0,38000.0,81000,360,Personal,Semi-Urban,Graduate,Male,Self,1
APP102691,8000,0,Self-Employed,22,Single,2.0,847.0,0,7.6,4300.0,7000.0,215000,360,Business,Rural,Graduate,Female,Self,1
APP102692,8000,0,Salaried,39,Married,1.0,686.0,0,12.3,3200.0,52000.0,213000,240,Personal,Rural,Undergraduate,Male,Self,1
APP102693,8000,0,Salaried,36,Single,2.0,790.0,1,5.0,20100.0,85000.0,90000,360,Home,Rural,Graduate,Male,Self,1
APP102694,8000,0,Business,28,Single,2.0,685.0,0,5.0,10900.0,136000.0,139000,360,Home,Semi-Urban,Graduate,Female,Private,1
APP102695,11500,0,Salaried,55,Single,1.0,688.0,2,33.6,600.0,217000.0,204000,60,Home,Urban,Postgraduate,Female,Self,1
APP102696,8000,0,Self-Employed,35,Married,1.0,690.0,0,14.0,1700.0,5000.0,225000,240,Business,Urban,Graduate,Male,Govt,0
APP102697,8000,0,Salaried,40,Single,,660.0,0,8.3,1300.0,28000.0,222000,360,Personal,Semi-Urban,Undergraduate,Female,Self,1
APP102698,8000,0,Self-Employed,31,Single,1.0,656.0,0,25.2,6900.0,66000.0,61000,36,Home,Urban,Postgraduate,Male,Private,0
APP102699,8000,0,Self-Employed,33,Married,1.0,692.0,1,9.1,9900.0,27000.0,232000,360,Personal,Urban,Undergraduate,Male,Self,1
APP102700,8000,0,Salaried,41,Married,2.0,705.0,3,57.2,6800.0,0.0,61000,12,Education,Semi-Urban,Undergraduate,Female,Govt,0
APP102701,8000,0,Business,34,Married,0.0,677.0,3,9.0,4300.0,34000.0,154000,180,Business,Semi-Urban,Graduate,Female,Private,1
APP102702,8000,3000,Salaried,38,Single,1.0,726.0,0,6.3,22500.0,17000.0,148000,240,Business,Rural,Graduate,Male,Private,1
APP102703,8000,3000,Salaried,46,Single,0.0,543.0,0,6.8,11200.0,175000.0,169000,240,Home,Urban,Undergraduate,Male,Self,1
APP102704,8000,3000,Self-Employed,32,Married,2.0,753.0,1,9.8,3300.0,0.0,231000,240,Personal,Urban,Graduate,Male,Self,0
APP102705,8000,3000,Business,24,Single,2.0,605.0,1,12.1,3500.0,0.0,220000,180,Education,Semi-Urban,Undergraduate,Male,Private,0
APP102706,8200,3100,Salaried,22,Married,1.0,531.0,0,5.0,3800.0,95000.0,113000,240,Home,Rural,Postgraduate,Male,Private,1
APP102707,8000,3000,Salaried,52,Single,1.0,830.0,2,14.3,5700.0,171000.0,322000,240,Personal,Rural,Graduate,Female,Private,1
APP102708,8000,0,Salaried,47,Married,2.0,,0,5.0,8400.0,30000.0,54000,180,Personal,Urban,Undergraduate,Male,Govt,1
APP102709,8000,0,Salaried,44,Married,1.0,671.0,1,6.4,12300.0,124000.0,114000,180,Home,Urban,Graduate,Female,Private,1
APP102710,8000,0,Self-Employed,33,Married,3.0,776.0,0,7.6,3600.0,77000.0,202000,360,Personal,Rural,Graduate,Male,Private,1
APP102711,10100,3000,Salaried,24,Married,1.0,642.0,1,22.4,2100.0,0.0,346000,120,Personal,Urban,Postgraduate,Male,Private,0
APP102712,8000,3000,Salaried,35,Single,2.0,637.0,0,11.9,12000.0,295000.0,276000,180,Home,Urban,Undergraduate,Male,Self,1
APP102713,8000,0,Salaried,37,Married,1.0,594.0,4,90.0,18600.0,98000.0,120000,12,Home,Urban,Postgraduate,Male,Self,0
APP102714,8000,3000,Salaried,26,Married,1.0,614.0,1,9.3,44800.0,24000.0,244000,240,Personal,Semi-Urban,Graduate,Male,Govt,0
APP102715,8000,3000,Salaried,23,Married,0.0,624.0,4,40.1,12100.0,280000.0,268000,60,Home,Semi-Urban,Graduate,Female,Govt,0
APP102716,8000,3000,Self-Employed,21,Married,0.0,615.0,0,10.8,3900.0,26000.0,219000,180,Business,Urban,Graduate,Male,Private,0
APP102717,8000,0,Business,44,Single,2.0,,2,39.0,14900.0,171000.0,178000,60,Home,Semi-Urban,Graduate,Female,Private,0
APP102718,8000,3000,Business,25,Single,1.0,655.0,1,90.0,7000.0,172000.0,212000,12,Home,Urban,Graduate,Male,Govt,0
APP102719,8000,3000,Salaried,41,Married,1.0,576.0,2,5.0,2100.0,96000.0,81000,180,Home,Semi-Urban,Postgraduate,Female,Private,1
APP102720,8000,0,Business,34,Married,1.0,698.0,1,11.5,7700.0,4000.0,100000,120,Personal,Semi-Urban,Undergraduate,Male,Private,1
APP102721,8000,0,Self-Employed,43,Married,0.0,650.0,1,21.6,10700.0,72000.0,183000,120,Personal,Semi-Urban,Graduate,Female,Private,0
APP102722,8000,3000,Self-Employed,41,Single,1.0,729.0,1,20.3,34000.0,0.0,130000,60,Education,Urban,Graduate,Male,Private,0
APP102723,8000,3000,Salaried,35,Single,0.0,649.0,4,5.0,8700.0,199000.0,186000,360,Home,Semi-Urban,Undergraduate,Female,Private,1
APP102724,14700,0,Salaried,39,Single,3.0,566.0,0,90.0,3600.0,0.0,277000,12,Business,Semi-Urban,Postgraduate,Female,Private,0
APP102725,8000,3000,Salaried,36,Single,1.0,566.0,0,5.0,1200.0,275000.0,243000,360,Home,Semi-Urban,Undergraduate,Male,Self,0
APP102726,8000,0,Salaried,31,Single,2.0,560.0,1,5.3,2400.0,97000.0,98000,240,Home,Semi-Urban,Graduate,Male,Private,0
APP102727,8000,3000,Salaried,47,Single,1.0,602.0,0,40.2,3100.0,185000.0,223000,60,Home,Semi-Urban,Graduate,Male,Govt,0
APP102728,8000,3000,Salaried,33,Married,0.0,608.0,1,12.7,42900.0,245000.0,223000,180,Home,Urban,Postgraduate,Female,Private,1
APP102729,8000,3000,Salaried,37,Married,2.0,762.0,0,7.3,6700.0,138000.0,289000,360,Education,Urban,Postgraduate,Male,Govt,1
APP102730,8000,3000,Self-Employed,23,Married,0.0,696.0,0,8.7,7400.0,225000.0,212000,240,Home,Urban,Graduate,Male,Private,1
APP102731,8000,0,Salaried,40,Married,1.0,496.0,2,40.0,24400.0,97000.0,105000,36,Home,Semi-Urban,Postgraduate,Male,Govt,0
APP102732,8000,0,Salaried,31,Single,0.0,601.0,0,10.7,14800.0,45000.0,148000,180,Business,Semi-Urban,Graduate,Male,Private,1
APP102733,8000,0,Business,33,Married,1.0,676.0,0,5.5,6200.0,74000.0,69000,180,Home,Rural,Graduate,Female,Private,1
APP102734,8000,0,Business,29,Married,0.0,589.0,0,5.3,25500.0,0.0,165000,360,Personal,Semi-Urban,Postgraduate,Male,Private,0
APP102735,8000,0,Self-Employed,36,Married,2.0,687.0,0,8.3,4100.0,45000.0,224000,360,Personal,Rural,Graduate,Male,Govt,1
APP102736,8000,3000,Business,21,Married,3.0,580.0,3,43.0,10800.0,176000.0,206000,36,Home,Urban,Postgraduate,Female,Private,0
APP102737,8000,0,Salaried,44,Married,2.0,659.0,1,9.3,2300.0,28000.0,104000,120,Personal,Urban,Graduate,Male,Govt,1
APP102738,8000,0,Business,37,Single,0.0,612.0,2,30.8,10500.0,0.0,126000,60,Education,Rural,Graduate,Female,Govt,0
APP102739,8000,3000,Salaried,33,Single,1.0,682.0,1,7.8,22400.0,365000.0,304000,360,Home,Urban,Graduate,Male,Self,1
APP102740,8000,3000,Salaried,22,Single,2.0,777.0,4,15.6,,112000.0,281000,180,Business,Semi-Urban,Graduate,Male,Private,1
APP102741,8000,3000,Salaried,42,Married,0.0,752.0,1,8.1,20000.0,0.0,278000,360,Personal,Urban,Graduate,Male,Govt,1
APP102742,8000,0,Salaried,31,Married,0.0,582.0,0,19.1,145500.0,74000.0,156000,120,Business,Rural,Postgraduate,Female,Private,0
APP102743,8000,0,Salaried,51,Married,0.0,900.0,0,5.4,6200.0,70000.0,124000,240,Business,Semi-Urban,Undergraduate,Male,Private,1
APP102744,8000,0,Self-Employed,42,Single,1.0,778.0,1,16.4,3300.0,95000.0,73000,60,Home,Urban,Graduate,Male,Private,1
APP102745,8000,3000,Self-Employed,53,Married,2.0,618.0,0,8.6,12800.0,365000.0,324000,360,Home,Semi-Urban,Graduate,Male,Private,1
